output_name,chinese_name,category,role,source_psd,layer_path,output_path,resolved_output_name,is_alias,width,height,border,sha256
UI_Character_CharacterSelect_Slot01_Frame,角色界面：角色 / Select / Slot01 / 边框,Character,Frame,CharacterSelect.psd,CharacterSelect/1/frame,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_CharacterSelect_Slot01_Frame.png,UI_Character_CharacterSelect_Slot01_Frame,False,436,697,"0,0,0,0",89a8941ace5ad84861cb9966c3e1ddd259d7b5fbeac7d8e6f5ff5109fd84cb49
UI_Character_CharacterSelect_Slot02_Add,角色界面：角色 / Select / Slot02 / 增加,Character,Simple,CharacterSelect.psd,CharacterSelect/2/Add,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_CharacterSelect_Slot02_Add.png,UI_Character_CharacterSelect_Slot02_Add,False,128,202,"0,0,0,0",84e684d1af84660ceff0a3d6dd30fee444256a938512e7e8696924a647eb8cd2
UI_Character_CharacterSelect_Slot02_Frame,角色界面：角色 / Select / Slot02 / 边框,Character,Frame,CharacterSelect.psd,CharacterSelect/2/frame,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_CharacterSelect_Slot02_Frame.png,UI_Character_CharacterSelect_Slot02_Frame,False,435,697,"0,0,0,0",47f22c42af255bc0fc445ae10d6c2ffbfd9055b49b48244c59802cc27d41be5e
UI_Character_CharacterSelect_Slot03_Add,角色界面：角色 / Select / Slot03 / 增加,Character,Simple,CharacterSelect.psd,CharacterSelect/3/Add,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_CharacterSelect_Slot02_Add.png,UI_Character_CharacterSelect_Slot02_Add,True,128,202,"0,0,0,0",84e684d1af84660ceff0a3d6dd30fee444256a938512e7e8696924a647eb8cd2
UI_Character_CharacterSelect_Slot03_Frame,角色界面：角色 / Select / Slot03 / 边框,Character,Frame,CharacterSelect.psd,CharacterSelect/3/frame,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_CharacterSelect_Slot03_Frame.png,UI_Character_CharacterSelect_Slot03_Frame,False,435,697,"0,0,0,0",add9cfc6d1e1b723a99777d1e4162168257e48c591be76faa188996a9be8ef1a
UI_Character_CharacterSelect_Slot04_Frame,角色界面：角色 / Select / Slot04 / 边框,Character,Frame,CharacterSelect.psd,CharacterSelect/4/frame,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_CharacterSelect_Slot04_Frame.png,UI_Character_CharacterSelect_Slot04_Frame,False,436,697,"0,0,0,0",e2b74db0b456ec0092e42b62b7e049974233808ef07c78c7da6a41d7a3e6eca5
UI_Character_CharacterSelect_Top_Back,角色界面：角色 / Select / Top / 返回,Character,Simple,CharacterSelect.psd,Top/Back,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Top_Back.png,UI_Character_Top_Back,True,39,47,"0,0,0,0",5eb11265a8d8cf80f9244d09fbf5024ec2984f04f4a13fba82ca9e3d62f2dba0
UI_Character_CharacterSelect_Top_Coin,角色界面：角色 / Select / Top / 金币,Character,Simple,CharacterSelect.psd,Top/Coin,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_CharacterSelect_Top_Coin.png,UI_Character_CharacterSelect_Top_Coin,False,321,73,"0,0,0,0",c5d60efcc5621583be0a3f9643d2d3514de71e8063dc3bb40a86469f73230ee0
UI_Character_CharacterSelect_Top_Home,角色界面：角色 / Select / Top / 主页,Character,Simple,CharacterSelect.psd,Top/Home,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Top_Home.png,UI_Character_Top_Home,True,50,54,"0,0,0,0",de4b34505b8833c05be374d98e842e3190b2410c51361d50db5e20f7d268122e
UI_Character_CharacterTutorialChat_Background,角色界面：角色 / Tutorial / Chat / 背景,Character,Background,CharacterTutorialChat.psd,Background,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_CharacterTutorialChat_Background.png,UI_Character_CharacterTutorialChat_Background,False,1920,1080,"0,0,0,0",7342a88530656c9e5c3cfcbdb3e471e7be4af94051b58234bc0a6384c383efec
UI_Character_CharacterTutorialChat_Character,角色界面：角色 / Tutorial / Chat / 角色,Character,Simple,CharacterTutorialChat.psd,Character,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_CharacterTutorialChat_Character.png,UI_Character_CharacterTutorialChat_Character,False,870,826,"0,0,0,0",e997b3fa9b85c0a7fa05a3ec794c422a01249dc753fb6d89121df994c502eacd
UI_Character_CharacterTutorialChat_Message,角色界面：角色 / Tutorial / Chat / 消息,Character,Simple,CharacterTutorialChat.psd,Message,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_CharacterTutorialChat_Message.png,UI_Character_CharacterTutorialChat_Message,False,1184,441,"0,0,0,0",271afc49bf16aedb6db9a6288bcae2eb10e1a73c24db269edc05628b548716df
UI_Character_CharacterTutorialChat_Top_Back,角色界面：角色 / Tutorial / Chat / Top / 返回,Character,Simple,CharacterTutorialChat.psd,Top/Back,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Top_Back.png,UI_Character_Top_Back,True,39,47,"0,0,0,0",5eb11265a8d8cf80f9244d09fbf5024ec2984f04f4a13fba82ca9e3d62f2dba0
UI_Character_CharacterTutorialChat_Top_DecoLine_Overlay,角色界面：角色 / Tutorial / Chat / Top / 装饰 / Line / 覆盖层,Character,Overlay,CharacterTutorialChat.psd,Top/Deco_line,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_CharacterTutorialChat_Top_DecoLine_Overlay.png,UI_Character_CharacterTutorialChat_Top_DecoLine_Overlay,False,1922,68,"0,0,0,0",7c87325ad9d2ecc40a82089208920a9a1abfbc38aff5c21e0f8f7ad2382f6878
UI_Character_CharacterTutorialChat_Top_Home,角色界面：角色 / Tutorial / Chat / Top / 主页,Character,Simple,CharacterTutorialChat.psd,Top/Home,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Top_Home.png,UI_Character_Top_Home,True,50,54,"0,0,0,0",de4b34505b8833c05be374d98e842e3190b2410c51361d50db5e20f7d268122e
UI_Character_Grade_Power,角色界面：Grade / Power,Character,Simple,Character.psd,Grade/Power,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Grade_Power.png,UI_Character_Grade_Power,False,316,140,"0,0,0,0",48d13449a9316a18146c7f0a74e3f3bc77d6e9e241e6eb53f8fa9671f39be85e
UI_Character_Role_Archer,角色界面：Role / Archer,Character,Simple,Character.psd,Role/Archer,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Role_Archer.png,UI_Character_Role_Archer,False,83,83,"0,0,0,0",475d6ae8d3446c4b40da67f14b6e6e8f4edc217dcb9d5af7228d5acd0ce7e0b7
UI_Character_Role_Assassin,角色界面：Role / Assassin,Character,Simple,Character.psd,Role/Assassin,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Role_Assassin.png,UI_Character_Role_Assassin,False,92,76,"0,0,0,0",141575db2fe12b38e58a283b4f9a1a75263d812a09e497d04ff867b252c7f53b
UI_Character_Role_DarkMage,角色界面：Role / 深色 / Mage,Character,Simple,Character.psd,Role/Dark Mage,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Role_DarkMage.png,UI_Character_Role_DarkMage,False,72,81,"0,0,0,0",b382d07998020e0d54668824bd2369b5e1da2a7988e01167de6d51172e324116
UI_Character_Role_DefaultFrame_Frame,角色界面：Role / 默认 / 边框,Character,Frame,Character.psd,Role/default frame,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Role_DefaultFrame_Frame.png,UI_Character_Role_DefaultFrame_Frame,False,287,869,"0,0,0,0",77040795995754668bcbb615de0b4b01e3f00eb806ad050ffbc6b5ec954d4e54
UI_Character_Role_Gladiator,角色界面：Role / Gladiator,Character,Simple,Character.psd,Role/Gladiator,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Role_Gladiator.png,UI_Character_Role_Gladiator,False,76,72,"0,0,0,0",361ee3c2c8682eac86606de785252e431b358665f54af8658d79674b2c30532f
UI_Character_Role_Paladin,角色界面：Role / Paladin,Character,Simple,Character.psd,Role/Paladin,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Role_Paladin.png,UI_Character_Role_Paladin,False,97,74,"0,0,0,0",67d4e2b6b67a27e04bb3997b698c75b7b08be965b6473962f146f9a3541f33fb
UI_Character_Role_Priest,角色界面：Role / Priest,Character,Simple,Character.psd,Role/Priest,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Role_Priest.png,UI_Character_Role_Priest,False,83,94,"0,0,0,0",7461caf84cfde8cec0b2b87bf36743abaadc707a41af25c5356bba2d1fb71197
UI_Character_Role_Ranger,角色界面：Role / Ranger,Character,Simple,Character.psd,Role/Ranger,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Role_Ranger.png,UI_Character_Role_Ranger,False,70,87,"0,0,0,0",a7de4ff95827a5d25bc9c50822ae601735d34a45da9ec8ac3d7515b50472ff11
UI_Character_Role_Sorcerer,角色界面：Role / Sorcerer,Character,Simple,Character.psd,Role/Sorcerer,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Role_Sorcerer.png,UI_Character_Role_Sorcerer,False,84,95,"0,0,0,0",7fd0f968eefd4e99cd3876f68557ff1cce97192738f4f520fae10f1a8c9f2ccd
UI_Character_Role_WarriorSelect,角色界面：Role / Warrior / Select,Character,Simple,Character.psd,Role/Warrior Select,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Role_WarriorSelect.png,UI_Character_Role_WarriorSelect,False,132,137,"0,0,0,0",bfd46cc5010ddf573a28903bb3555cd70a9505c340b5e78c0bfcf5b34ee3bd16
UI_Character_Role_Wizard,角色界面：Role / Wizard,Character,Simple,Character.psd,Role/Wizard,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Role_Wizard.png,UI_Character_Role_Wizard,False,86,76,"0,0,0,0",47ff73299406fc58b3cf4c21a829ffed783b81ed7d731ec290ee429004329fc5
UI_Character_Stats_Icon,角色界面：Stats / 图标,Character,Icon,Character.psd,Stats/Icon,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Stats_Icon.png,UI_Character_Stats_Icon,False,42,257,"0,0,0,0",2294fba2aa33d8905bbb9c6f6224a8e04992e01aa44a372cc70255a90fc1766f
UI_Character_Stats_IconRole_Icon,角色界面：Stats / 图标 / Role / 图标,Character,Icon,Character.psd,Stats/Icon Role,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Stats_IconRole_Icon.png,UI_Character_Stats_IconRole_Icon,False,144,148,"0,0,0,0",8f130cbd9db59af4be87cb46f87e1eb4c82f9d839e7cd14267da82a7008574e9
UI_Character_Stats_Level,角色界面：Stats / 等级,Character,Simple,Character.psd,Stats/Level,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Stats_Level.png,UI_Character_Stats_Level,False,377,59,"0,0,0,0",dbc94e15b95c7d5ca7d542f32c2288436272000bc9cd77d90a9177d265a54c30
UI_Character_Stats_Progress,角色界面：Stats / 进度,Character,Simple,Character.psd,Stats/Progress,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Stats_Progress.png,UI_Character_Stats_Progress,False,314,236,"0,0,0,0",cea89f89f85d8856e331e2a165af0620cc01677b1a3705523421bf3891870133
UI_Character_Top_Back,角色界面：Top / 返回,Character,Simple,Character.psd,Top/Back,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Top_Back.png,UI_Character_Top_Back,False,39,47,"0,0,0,0",5eb11265a8d8cf80f9244d09fbf5024ec2984f04f4a13fba82ca9e3d62f2dba0
UI_Character_Top_Coin,角色界面：Top / 金币,Character,Simple,Character.psd,Top/Coin,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Top_Coin.png,UI_Character_Top_Coin,False,321,71,"0,0,0,0",65738aba5dad9bdbb6013b95264e5d629c1585503549a8219866807bb2486f3e
UI_Character_Top_Home,角色界面：Top / 主页,Character,Simple,Character.psd,Top/Home,Assets/AllResources/淘宝ui素材/RuntimeSprites/Character/UI_Character_Top_Home.png,UI_Character_Top_Home,False,50,54,"0,0,0,0",de4b34505b8833c05be374d98e842e3190b2410c51361d50db5e20f7d268122e
UI_Common_Button_Circle_Blue_Icon,通用控件：按钮 / 圆形 / 蓝色 / 图标,Common,Icon,Buttons.psd,Common Buttons/Button_Blue/icon,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Circle_Red_Icon.png,UI_Common_Button_Circle_Red_Icon,True,56,60,"0,0,0,0",bd5fa4997fd70432b7d62c01f0f8eb8cba704b27a9511be5dd76681738454645
UI_Common_Button_Circle_Blue_Normal,通用控件：按钮 / 圆形 / 蓝色 / 普通状态,Common,Normal,Buttons.psd,Common Buttons/Button_Blue/btn,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Circle_Blue_Normal.png,UI_Common_Button_Circle_Blue_Normal,False,146,147,"0,0,0,0",76fadaa223fbf619fe947d3a8444756e7d181cda4c40f0291fca424f1d5c02f8
UI_Common_Button_Circle_BlueGray_Icon,通用控件：按钮 / 圆形 / 蓝色 / 灰色 / 图标,Common,Icon,Buttons.psd,Common Buttons/Button_BlueGray/icon,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Circle_Purple_Icon.png,UI_Common_Button_Circle_Purple_Icon,True,56,60,"0,0,0,0",9710d5649d32c0ae1992fc396e6ab26e81fbb99b8502d950c98446ce5b328297
UI_Common_Button_Circle_BlueGray_Normal,通用控件：按钮 / 圆形 / 蓝色 / 灰色 / 普通状态,Common,Normal,Buttons.psd,Common Buttons/Button_BlueGray/btn,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Circle_BlueGray_Normal.png,UI_Common_Button_Circle_BlueGray_Normal,False,147,147,"0,0,0,0",23c5db748d41d01b06a47db3fc373438bc0dde556d4e0d76b0758b1457364e0f
UI_Common_Button_Circle_Green_Icon,通用控件：按钮 / 圆形 / 绿色 / 图标,Common,Icon,Buttons.psd,Common Buttons/Button_Green/icon,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Circle_Red_Icon.png,UI_Common_Button_Circle_Red_Icon,True,56,60,"0,0,0,0",bd5fa4997fd70432b7d62c01f0f8eb8cba704b27a9511be5dd76681738454645
UI_Common_Button_Circle_Green_Normal,通用控件：按钮 / 圆形 / 绿色 / 普通状态,Common,Normal,Buttons.psd,Common Buttons/Button_Green/btn,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Circle_Green_Normal.png,UI_Common_Button_Circle_Green_Normal,False,147,147,"0,0,0,0",be8c5b94b9b30b6def2f529f1a2f1fc5a7121b28c49dd2cbb25717c4c8213b68
UI_Common_Button_Circle_Purple_Icon,通用控件：按钮 / 圆形 / 紫色 / 图标,Common,Icon,Buttons.psd,Common Buttons/Button_Purple/icon,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Circle_Purple_Icon.png,UI_Common_Button_Circle_Purple_Icon,False,56,60,"0,0,0,0",9710d5649d32c0ae1992fc396e6ab26e81fbb99b8502d950c98446ce5b328297
UI_Common_Button_Circle_Purple_Normal,通用控件：按钮 / 圆形 / 紫色 / 普通状态,Common,Normal,Buttons.psd,Common Buttons/Button_Purple/btn,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Circle_Purple_Normal.png,UI_Common_Button_Circle_Purple_Normal,False,146,147,"0,0,0,0",a70bb7cebe7a1edf82c7c3b03c52c2ca2174dd153ddee38d79aee57a62140e5b
UI_Common_Button_Circle_Red_Icon,通用控件：按钮 / 圆形 / 红色 / 图标,Common,Icon,Buttons.psd,Common Buttons/Button_Red/icon,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Circle_Red_Icon.png,UI_Common_Button_Circle_Red_Icon,False,56,60,"0,0,0,0",bd5fa4997fd70432b7d62c01f0f8eb8cba704b27a9511be5dd76681738454645
UI_Common_Button_Circle_Red_Normal,通用控件：按钮 / 圆形 / 红色 / 普通状态,Common,Normal,Buttons.psd,Common Buttons/Button_Red/btn,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Circle_Red_Normal.png,UI_Common_Button_Circle_Red_Normal,False,147,147,"0,0,0,0",3d1a4e38816353a5e086b1cfa4a8108a6b84d2e4067979c11596f7d1f24571c6
UI_Common_Button_Rect_Blue_Normal,通用控件：按钮 / Rect / 蓝色 / 普通状态,Common,Sliced,Buttons.psd,Buttons1/Button_Blue/btn,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Rect_Blue_Normal.png,UI_Common_Button_Rect_Blue_Normal,False,315,103,"23,23,23,23",6bc5c1bd0c778d4cdfd8f13bcdcea0af0a8d8167c809cf5b34d05bb98c1e67fb
UI_Common_Button_Rect_BlueGray_Normal,通用控件：按钮 / Rect / 蓝色 / 灰色 / 普通状态,Common,Sliced,Buttons.psd,Buttons1/Button_BlueGray/btn,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Rect_BlueGray_Normal.png,UI_Common_Button_Rect_BlueGray_Normal,False,314,103,"23,23,23,23",b03f47952a3f5fdb3f648ed1e430e38124fe92c46053a56dc7e2c47bb8404a1b
UI_Common_Button_Rect_Dark_Normal,通用控件：按钮 / Rect / 深色 / 普通状态,Common,Sliced,Buttons.psd,Buttons2/Button_Dark/btn,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Rect_Dark_Normal.png,UI_Common_Button_Rect_Dark_Normal,False,314,103,"23,23,23,23",62baeda893d2b177d865379880043cc0e2952cad2551ddfc1ed5368af8a104e4
UI_Common_Button_Rect_Gray_Normal,通用控件：按钮 / Rect / 灰色 / 普通状态,Common,Sliced,Buttons.psd,Buttons1/Button_Gray/btn,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Rect_Gray_Normal.png,UI_Common_Button_Rect_Gray_Normal,False,315,103,"23,23,23,23",35e43e1815377350d675b919dc8e944e61508d59e4d1d04ba4dbc4149aa04600
UI_Common_Button_Rect_Green_Normal,通用控件：按钮 / Rect / 绿色 / 普通状态,Common,Sliced,Buttons.psd,Buttons1/Button_Green/btn,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Rect_Green_Normal.png,UI_Common_Button_Rect_Green_Normal,False,315,103,"23,23,23,23",440ea94c65d84d44e743f5efdfbbd4891bc054deb7a8166842c06671879ce8c2
UI_Common_Button_Rect_Mint_Normal,通用控件：按钮 / Rect / 薄荷色 / 普通状态,Common,Sliced,Buttons.psd,Buttons2/Button_Mint/btn,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Rect_Mint_Normal.png,UI_Common_Button_Rect_Mint_Normal,False,314,103,"23,23,23,23",12132afdc2e210b95ac40f712a6731231f82bf2b7c8d736a56bb32d1be3bdfe6
UI_Common_Button_Rect_Purple_Normal,通用控件：按钮 / Rect / 紫色 / 普通状态,Common,Sliced,Buttons.psd,Buttons2/Button_Purple/btn,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Rect_Purple_Normal.png,UI_Common_Button_Rect_Purple_Normal,False,315,103,"23,23,23,23",768772972fb29d359ce3956d2cacc4e7ab6a662f7d5a44bf4a14614da0bd7ea3
UI_Common_Button_Rect_Red_Normal,通用控件：按钮 / Rect / 红色 / 普通状态,Common,Sliced,Buttons.psd,Buttons2/Button_Red/btn,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Rect_Red_Normal.png,UI_Common_Button_Rect_Red_Normal,False,315,103,"23,23,23,23",2f98358ae1bc2e46cd1986e6973bfd3e915b3949d8360dc0453a4bff449e49ae
UI_Common_Button_Rect_Yellow_Normal,通用控件：按钮 / Rect / 黄色 / 普通状态,Common,Sliced,Buttons.psd,Buttons1/Button_Yellow/btn,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Button_Rect_Yellow_Normal.png,UI_Common_Button_Rect_Yellow_Normal,False,316,103,"23,23,23,23",72dbfaf0b31155034b2c4ad6f14ce6c0e66a500574f34a567895453a332bc21a
UI_Common_Buttons_Buttons2_ButtonBrown,通用控件：Buttons / Buttons2 / 按钮 / 棕色,Common,Simple,Buttons.psd,Buttons2/Button_Brown,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Buttons_Buttons2_ButtonBrown.png,UI_Common_Buttons_Buttons2_ButtonBrown,False,316,103,"0,0,0,0",92cc7f905b75195152da7eba1f52af4da2057da355a76bb6d1bb2b459684e8e1
UI_Common_Buttons_CommonUiElements_CheckboxOff_Off,通用控件：Buttons / 通用 / Ui / Elements / 复选框 / 关闭状态,Common,Off,Buttons.psd,Common UI Elements/Checkbox_Off,Assets/AllResources/淘宝ui素材/RuntimeSprites/Common/UI_Common_Buttons_CommonUiElements_CheckboxOff_Off.png,UI_Common_Buttons_CommonUiElements_CheckboxOff_Off,False,63,63,"0,0,0,0",e7d2a9e0ebe3e92ee37a57aa5d5a20b606cf957ea0ee24210cd02b1482367079
